scenario,stratum,model,step,log_loss,brier,auc,calibration_intercept,calibration_slope,log_loss_skill,brier_skill
exclude_2020,low,lightgbm,0,0.6832122457553171,0.24505745315510685,0.5657143326790537,0.00012900734019027004,0.9810209712169182,0.0,0.0
exclude_2020,low,lightgbm,1,0.6826938839460219,0.24479782697414254,0.573562005707295,-0.00010170427372855305,0.8829838141714788,0.0007587127024079043,0.0010594502538960882
exclude_2020,low,lightgbm,2,0.6761887808076474,0.24162747624386835,0.6007585387261376,0.0008743875824988967,0.9331674034185249,0.01028006302771256,0.013996623514517359
exclude_2020,intermediate,logistic,0,0.6714868022091285,0.23928640964957695,0.5833078970593535,-5.8907236075168715e-05,1.0040283472477567,0.0,0.0
exclude_2020,intermediate,logistic,1,0.6683167087321591,0.23776098479659147,0.5956262756965114,1.9775508452530817e-05,1.004339418584378,0.004721006379485138,0.006374891307949326
exclude_2020,intermediate,logistic,2,0.66444677979275,0.23597131225520587,0.6071228317605276,2.5249132983014982e-05,1.0000190966602904,0.010484230506418668,0.013854098104551293
exclude_2020,intermediate,lightgbm,0,0.6706722492417196,0.23890651236846192,0.5839669982292004,1.4116587047244365e-05,0.9944436523320818,0.0,0.0
exclude_2020,intermediate,lightgbm,1,0.6670924230039705,0.23718396463260094,0.5984576849925924,7.14570577938238e-05,0.9636241537491871,0.005337668647832916,0.007210133029795007
exclude_2020,intermediate,lightgbm,2,0.6605455413099336,0.23413571483484671,0.6182698558723771,0.00027154898505449775,1.0049440267199934,0.01509933942135755,0.019969307183461238
exclude_2020,high,logistic,0,0.6273621259429027,0.2179959469858252,0.5671700636304422,-1.9177748196202256e-05,1.0039498239286284,0.0,0.0
exclude_2020,high,logistic,1,0.6054038993503407,0.20842545392775613,0.6420104354349623,-8.953487907943625e-05,1.0027280031850516,0.03500088016878555,0.04390216052361451
exclude_2020,high,logistic,2,0.5997989007797067,0.20614186516608057,0.654980359648206,-5.803756784985995e-06,1.0016782346753956,0.043935111833169005,0.054377533085582574
